OTU 1	OTU 2	corr	pval	abs
GQ87173711494	DQ80069111403	0.305759296	0	0.305759296
DQ45642511422	DQ45588211463	0.305766095	0	0.305766095
DQ79408811379	GQ49112811334	0.305770472	0	0.305770472
DQ05738311395	GQ44825311400	0.305785372	0	0.305785372
GQ87173711494	JQ18509211328	0.305790082	0	0.305790082
DQ45609111456	KF84261711434	0.305793501	0	0.305793501
EU51046611420	AM40447711484	0.30580175	0	0.30580175
AM40645811481	GQ17551611432	0.305811081	0	0.305811081
AB50636411521	GQ13876611351	0.305813774	0	0.305813774
JX09563111390	AY85051511210	0.305814278	0	0.305814278
HQ78543611450	JADE01000006184367185846	0.305845485	0	0.305845485
LC02877311520	KP76546111473	0.305851968	0	0.305851968
AM69681211489	DQ45588211463	0.30585311	0	0.30585311
HQ78298711439	GQ49325211363	0.305857889	0	0.305857889
AY91629411399	GQ35847511354	0.305864524	0	0.305864524
DQ45646711449	DQ67354511497	0.305894031	0	0.305894031
HQ81526811423	GQ87173611483	0.305910619	0	0.305910619
DQ05745611454	HV54733711336	0.305912056	0	0.305912056
FN66742211495	HQ76509711454	0.305920789	0	0.305920789
DQ05740211391	DQ05739711398	0.305925469	0	0.305925469
GQ17550911455	CDYM01011941163183164690	0.305927557	0	0.305927557
GQ86728911454	GQ86425211491	0.305928694	0	0.305928694
HW06628811503	JQ59965311483	0.305950943	0	0.305950943
GQ35847511354	JQ18332411323	0.305957547	0	0.305957547
GQ44877011393	GQ49162711358	0.305969531	0	0.305969531
KF84287111416	GQ49162711358	0.305971723	0	0.305971723
DQ45587611442	HQ80614611448	0.30598372	0	0.30598372
GQ44835911396	GU30333911513	0.305987949	0	0.305987949
DQ05748011449	AF37622911349	0.305990765	0	0.305990765
AY85047311278	HK55591911267	0.306010054	0	0.306010054
JX09563111390	KF84254211376	0.306022255	0	0.306022255
HK55573211481	LC02877311520	0.306023208	0	0.306023208
JQ24810611504	KF84331011418	0.306026923	0	0.306026923
DQ79373911403	DQ79331511293	0.306036151	0	0.306036151
DQ05738811392	DQ05738711394	0.306037534	0	0.306037534
GQ87173111497	FN66837543063504307737	0.306046172	0	0.306046172
DQ45589611455	BALC01000015511634	0.306047343	0	0.306047343
HQ78789311439	FN66837543063504307737	0.306049602	0	0.306049602
AM69681211489	HQ78061411484	0.306049957	0	0.306049957
HM84440911353	GQ13660211403	0.306080563	0	0.306080563
AB62768911530	GQ13340211374	0.306088122	0	0.306088122
BALC01000015511634	GQ89798211472	0.306088616	0	0.306088616
AF37620111336	GQ17538811442	0.306101999	0	0.306101999
DQ45641211447	DQ80658811403	0.306105825	0	0.306105825
GU12817511435	KF84343511433	0.306106207	0	0.306106207
GQ17548511455	GQ17542711430	0.306114834	0	0.306114834
GQ86744511457	HQ77750711443	0.30611793	0	0.30611793
AF37173911444	GQ87171311490	0.30611837	0	0.30611837
DQ80069111403	KP76546111473	0.306124943	0	0.306124943
HQ75206111437	DQ82511311387	0.306135602	0	0.306135602
FLKG01000007869510065	GQ32711611369	0.306136053	0	0.306136053
HW06628811503	HQ78298711439	0.306146988	0	0.306146988
HQ78066111432	JX09563111390	0.306148059	0	0.306148059
AB96960111522	DQ82511311387	0.306148149	0	0.306148149
FJ36904711345	DQ05738711394	0.306148876	0	0.306148876
AY91633611350	GQ13235211360	0.306149413	0	0.306149413
FJ44006711432	AM18307411431	0.306158764	0	0.306158764
DQ79361711403	AY91629411399	0.306199435	0	0.306199435
GQ49162711358	DQ79892411388	0.306226925	0	0.306226925
DQ45582811453	GQ89720311492	0.306234641	0	0.306234641
KF07749011364	EU77260711332	0.30624863	0	0.30624863
HQ78089011440	AJ42010711518	0.306270705	0	0.306270705
DQ45647411446	DQ80069111403	0.306276723	0	0.306276723
HQ78789311439	JN01268011450	0.306281251	0	0.306281251
GQ49138911368	HQ78298711439	0.30628464	0	0.30628464
DQ05745611454	GQ87171911509	0.306285472	0	0.306285472
DQ45647411446	BALC01000015511634	0.306292588	0	0.306292588
DQ05738511392	DQ05742011424	0.306293735	0	0.306293735
DQ45586711453	AY85047311278	0.306298648	0	0.306298648
DQ45587611442	HM12426011479	0.306299001	0	0.306299001
HW06640611495	DQ80658811403	0.306300709	0	0.306300709
AAQL0100128751442	GQ15640611356	0.306311178	0	0.306311178
GQ44909211375	GU30309611487	0.306312013	0	0.306312013
GQ32711611369	HM83061311350	0.306316749	0	0.306316749
FJ36299611347	JADE01000006184367185846	0.306340298	0	0.306340298
DQ45647411446	GU30304711480	0.306357311	0	0.306357311
DQ45642511422	KP76546111473	0.306358207	0	0.306358207
HM00883211372	GU30304711480	0.306360999	0	0.306360999
DQ80001811436	AJ42010711518	0.306397843	0	0.306397843
DQ45643411440	EF40403411522	0.306426282	0	0.306426282
DQ05738311395	DQ05736511393	0.306442505	0	0.306442505
EU77778011400	HG79845111400	0.306449014	0	0.306449014
DQ45632711454	AY91629111345	0.306450192	0	0.306450192
GQ17539111436	GQ87173611483	0.306465129	0	0.306465129
HQ78089011440	GQ44914111407	0.306466177	0	0.306466177
HW06626611495	FJ51300511375	0.306468011	0	0.306468011
AF37622411330	GQ17542711430	0.306478589	0	0.306478589
KR06847111490	GU30368711490	0.306482491	0	0.306482491
HM81322711345	AJ42010711518	0.306485378	0	0.306485378
KF84343511433	GQ44878511394	0.306485695	0	0.306485695
GQ49188111349	JX09540411393	0.306486845	0	0.306486845
AB16738611520	DQ45632411450	0.306500668	0	0.306500668
HM18588811371	FM17975211686	0.306500861	0	0.306500861
AB50638211509	DQ45615511438	0.306512479	0	0.306512479
DQ05738311395	AY97925411338	0.306546598	0	0.306546598
GQ87173111497	GU30304711480	0.306547728	0	0.306547728
KF84288911425	EU77159711411	0.306548006	0	0.306548006
KF49452111281	GQ13375111367	0.306563295	0	0.306563295
DQ45646511451	AM18307411431	0.306570298	0	0.306570298
DQ45607611438	BABD0100048511672678	0.306576758	0	0.306576758
HM84440911353	AB62284311520	0.306578336	0	0.306578336
GQ35847511354	BALC01000015511634	0.306588582	0	0.306588582
HQ76509711454	AM50082411461	0.306591879	0	0.306591879
AJ60824411322	GQ45127311498	0.306592651	0	0.306592651
GQ49203611335	HW06628411495	0.306593444	0	0.306593444
HE58461411460	HG79845111400	0.306596469	0	0.306596469
AF37621811334	DQ80001811436	0.306596723	0	0.306596723
DQ05745611454	GQ17549111448	0.306596992	0	0.306596992
GQ15640611356	GU30368711490	0.306598402	0	0.306598402
AM40645811481	FJ36601311355	0.306608536	0	0.306608536
GQ87171311490	GQ15640611356	0.306611928	0	0.306611928
GQ17550911455	JF16368811398	0.306626612	0	0.306626612
JQ24810611504	AB18554611525	0.30662725	0	0.30662725
GQ49161611341	GQ13876611351	0.306630757	0	0.306630757
AM93037211464	HQ76158711455	0.306634576	0	0.306634576
GQ49168911359	FJ95787411375	0.306637429	0	0.306637429
AB96960111522	ABGD0200002118683380	0.306639009	0	0.306639009
DQ80027011398	FJ97861911406	0.306665777	0	0.306665777
FN66739211495	DQ79331511293	0.306675849	0	0.306675849
GQ17550711446	AB18570111523	0.306703614	0	0.306703614
DQ80057111393	HW06628811503	0.306710912	0	0.306710912
DQ45586711453	HK55612291470	0.306746766	0	0.306746766
AM93037211464	KF49452111281	0.306756386	0	0.306756386
DQ05738511392	HQ75206111437	0.306763846	0	0.306763846
DQ05737511392	JADE01000006184367185846	0.306766075	0	0.306766075
JQ24809611505	HQ77073511448	0.30677726	0	0.30677726
DQ80057111393	GQ17550911455	0.306778731	0	0.306778731
EU77778811403	HQ74654411445	0.306791193	0	0.306791193
DQ45642511422	HQ71624611462	0.306791335	0	0.306791335
JQ18332411323	JX09605711410	0.306792758	0	0.306792758
HQ78789311439	DQ05739811389	0.306799353	0	0.306799353
DQ80899811391	DQ45595811447	0.306809957	0	0.306809957
EU77656411370	HG79845111400	0.306818439	0	0.306818439
ADCP0200000111632431164781	AF37620111336	0.306819245	0	0.306819245
GQ17544811452	DQ80001811436	0.306830437	0	0.306830437
AF37621811334	AF37622411330	0.306834054	0	0.306834054
HM82412211344	HQ75182011441	0.306848686	0	0.306848686
AJ81198411368	FN66728811488	0.306853802	0	0.306853802
GQ44909211375	AM27766711468	0.306856129	0	0.306856129
AM50082411461	HQ80734611456	0.306862641	0	0.306862641
GQ49161611341	GU30368711490	0.306874621	0	0.306874621
DQ45643411440	DQ05741911445	0.306877874	0	0.306877874
DQ05738711394	EF40057011480	0.306880453	0	0.306880453
DQ79428011399	DQ79353011296	0.306881118	0	0.306881118
JX54345611491	DQ45632411450	0.306882099	0	0.306882099
GU12817511435	JADE01000006184367185846	0.30689905	0	0.30689905
AY91629411399	GQ13876611351	0.306911695	0	0.306911695
GQ17544811452	GQ44841811378	0.306925415	0	0.306925415
DQ05740211391	DQ80069111403	0.306926886	0	0.306926886
EF40057011480	GQ13375111367	0.306941284	0	0.306941284
DQ79428011399	KP76546111473	0.306949125	0	0.306949125
KF84343511433	GQ13340211374	0.306958232	0	0.306958232
FJ36764711360	DQ05736411393	0.306989239	0	0.306989239
DQ80523111278	FJ36774511325	0.306999966	0	0.306999966
HM81322711345	CDYK010401793051788	0.307011105	0	0.307011105
EF40403411522	AAQL0100128751442	0.307012501	0	0.307012501
HQ81483311443	GU30304711480	0.307013052	0	0.307013052
GQ49112811334	KF84251011388	0.307014526	0	0.307014526
HQ78688811450	DQ80166411390	0.307026634	0	0.307026634
FJ50693011375	KF84287111416	0.307029482	0	0.307029482
GQ13861511402	JN68188411409	0.307034733	0	0.307034733
DQ79428011399	DQ45607611438	0.307035955	0	0.307035955
HK55573211481	GQ13012211447	0.307037663	0	0.307037663
JN01265811453	KF84251011388	0.307037897	0	0.307037897
DQ45629911422	GU12817511435	0.307041263	0	0.307041263
AY91633611350	AB50638211509	0.307049683	0	0.307049683
AY91629411399	BABD0100048511672678	0.307052236	0	0.307052236
AB50638211509	DQ79357611392	0.307057554	0	0.307057554
CDZB010721141960821101	GQ49162711358	0.307063293	0	0.307063293
HQ81505411440	GU30309611487	0.307067243	0	0.307067243
JQ24809311509	DQ45634211453	0.307072641	0	0.307072641
DQ05740211391	GQ89720311492	0.307088354	0	0.307088354
DQ45632411450	DQ05742011424	0.307096857	0	0.307096857
HQ78789311439	EF02530011460	0.307108042	0	0.307108042
HM81322711345	DQ45588211463	0.307113642	0	0.307113642
HQ81483311443	JQ79916411496	0.307121514	0	0.307121514
GQ17550911455	DQ79357511386	0.307122747	0	0.307122747
KR06847111490	AAQL0100128751442	0.307153577	0	0.307153577
JQ24809311509	DQ45615311554	0.307164948	0	0.307164948
FN56328811442	DQ05738511392	0.307166147	0	0.307166147
GQ13876611351	GQ13340211374	0.307166913	0	0.307166913
DQ79464211259	GQ44841811378	0.307181446	0	0.307181446
AY91633611350	AJ60824411322	0.307197256	0	0.307197256
DQ05738311395	JQ24809611505	0.307199474	0	0.307199474
JX09540411393	GQ13876611351	0.30720338	0	0.30720338
JQ19325911336	HQ68175111467	0.30722038	0	0.30722038
GQ44909211375	AM69740511465	0.307225846	0	0.307225846
GQ17538811442	GQ49122511375	0.307243131	0	0.307243131
HQ78501711404	JQ19325911336	0.307248539	0	0.307248539
KF84266911379	DQ45585311451	0.307274198	0	0.307274198
HQ78066111432	DQ79331511293	0.307285232	0	0.307285232
FN56330311455	EF40057011480	0.307293711	0	0.307293711
JQ18509211328	HQ77993711494	0.307294254	0	0.307294254
GQ49138911368	ABGD0200002118683380	0.307306746	0	0.307306746
FN56328811442	EU47562511376	0.307314478	0	0.307314478
HQ78823011452	FJ37067611358	0.307327339	0	0.307327339
HW06640611495	AB16738611520	0.30732774	0	0.30732774
GQ44861211402	DQ45646511451	0.307331213	0	0.307331213
JQ18332411323	AY85051511210	0.307354043	0	0.307354043
JF16368811398	GQ44914111407	0.307355633	0	0.307355633
DQ79424311396	DQ80166411390	0.307367537	0	0.307367537
CDYK010401793051788	DQ45588211463	0.307371691	0	0.307371691
KP76546111473	DQ45604411449	0.30737454	0	0.30737454
AB96960111522	DQ05737511392	0.307375303	0	0.307375303
JX54345611491	GQ17542811457	0.307375345	0	0.307375345
ADCP0200000111632431164781	GQ44874411393	0.307396974	0	0.307396974
DQ45609111456	HW06628811503	0.307400792	0	0.307400792
DQ80069111403	HQ77993711494	0.307404733	0	0.307404733
KF84266911379	GQ44914111407	0.307413109	0	0.307413109
DQ05738511392	GQ17538411420	0.307433382	0	0.307433382
CDZB010721141960821101	HK55708931395	0.307437093	0	0.307437093
DQ80523111278	HQ78061411484	0.307440446	0	0.307440446
EU45364311432	JQ47333711437	0.307442813	0	0.307442813
DQ45589611455	DQ79381011391	0.307443347	0	0.307443347
JN68061511455	AF37620911416	0.307449869	0	0.307449869
GQ44869111388	BABD0100048511672678	0.30746105	0	0.30746105
GQ44834811394	JADE01000006184367185846	0.307473306	0	0.307473306
GU30309611487	BABD0100048511672678	0.307480444	0	0.307480444
EU46426111366	GU30368711490	0.307480797	0	0.307480797
GQ87173111497	KF84343511433	0.307480883	0	0.307480883
BABD0100048511672678	HM18496811494	0.30751058	0	0.30751058
GQ86728911454	GQ87171311490	0.307511245	0	0.307511245
DQ05738511392	HM18496811494	0.30751373	0	0.30751373
AM69681211489	AB50636411521	0.307514782	0	0.307514782
HW06640611495	AB61505111516	0.307514826	0	0.307514826
GQ44909211375	EU46426111366	0.307521015	0	0.307521015
HM12426011479	AB55960911507	0.307528295	0	0.307528295
AY91633611350	DQ45616211455	0.307529726	0	0.307529726
AJ60824411322	GQ86728911454	0.30753716	0	0.30753716
HQ81505411440	DQ79339111371	0.307548602	0	0.307548602
KF84343511433	EU45947411279	0.307575306	0	0.307575306
HW06640611495	GQ45118711533	0.307580267	0	0.307580267
ADCP0200000111632431164781	JQ18852011340	0.307588514	0	0.307588514
FN66742211495	DQ05736511393	0.307596213	0	0.307596213
KF10961111362	DQ80166411390	0.307608974	0	0.307608974
AY91629411399	DQ05740211391	0.307613838	0	0.307613838
DQ45646511451	DQ45604411449	0.307616379	0	0.307616379
AY85047511248	HM82907111346	0.307628517	0	0.307628517
GQ49373211346	HM83061311350	0.307631725	0	0.307631725
AF37622911349	GQ44841811378	0.307634296	0	0.307634296
DQ80001811436	DQ79353011296	0.30763879	0	0.30763879
DQ45639811438	GQ49162711358	0.3076431	0	0.3076431
GQ49203611335	DQ05740211391	0.307659137	0	0.307659137
DQ05739711398	DQ45618011437	0.307669189	0	0.307669189
DQ45588211463	DQ80069111403	0.307676178	0	0.307676178
AY85045411226	GQ15640611356	0.307684454	0	0.307684454
DQ45616211455	JN17315311514	0.307686099	0	0.307686099
AY91633611350	GQ44847111385	0.307689913	0	0.307689913
FP92906038375503	DQ45587911548	0.307690289	0	0.307690289
KT95284011494	FN56329011451	0.307701356	0	0.307701356
HQ80734611456	DQ01535511346	0.307704625	0	0.307704625
DQ79428011399	AF37173911444	0.307707959	0	0.307707959
JN00130311458	AY85429511520	0.307708437	0	0.307708437
DQ79361711403	HM18496811494	0.307716319	0	0.307716319
GQ35847511354	GQ44841811378	0.307720676	0	0.307720676
FP92906038375503	DQ45587011288	0.307725236	0	0.307725236
DQ45609111456	GQ17538411420	0.307726282	0	0.307726282
DQ05736511393	AM69226611456	0.307733813	0	0.307733813
GQ17542711430	DQ79357511386	0.307741896	0	0.307741896
DQ80001811436	JF16368811398	0.307743922	0	0.307743922
GQ49203611335	GQ86425211491	0.307752818	0	0.307752818
HM00883211372	AB61505111516	0.307761112	0	0.307761112
DQ80001811436	AM18307411431	0.307769161	0	0.307769161
FJ36764711360	DQ45586111439	0.307785072	0	0.307785072
HM00883211372	EU46426111366	0.307789559	0	0.307789559
DQ45582911451	DQ05738711394	0.307795271	0	0.307795271
DQ79357611392	GQ44841811378	0.307795606	0	0.307795606
GQ07075411388	GQ44918111364	0.307799292	0	0.307799292
AF37621811334	DQ05740211391	0.30780701	0	0.30780701
GQ17551611432	DQ45618011437	0.307809974	0	0.307809974
AF37621811334	GQ49161611341	0.307818886	0	0.307818886
JN00130311458	HQ78688811450	0.307823415	0	0.307823415
AJ81213811313	HM83899111353	0.307823508	0	0.307823508
FJ44006711432	DQ45585311451	0.307830643	0	0.307830643
DQ05741911445	BALC01000015511634	0.307850371	0	0.307850371
HQ68183211451	AY85047311278	0.307852788	0	0.307852788
JX54345611491	AM27825411481	0.307854367	0	0.307854367
DQ45582811453	AM40450111455	0.307875276	0	0.307875276
AY97925411338	FLKC010000261361601	0.307876118	0	0.307876118
GQ86728911454	GQ35845411364	0.307877849	0	0.307877849
GQ49188111349	GQ13012211447	0.307878204	0	0.307878204
AF37623111347	DQ79357611392	0.307882141	0	0.307882141
GQ17548511455	JADE01000006184367185846	0.307886807	0	0.307886807
HW06637011472	GQ13012211447	0.307887463	0	0.307887463
JX21835211552	GQ45127311498	0.307895017	0	0.307895017
GQ44918111364	FJ50551511377	0.307898303	0	0.307898303
JQ18364811359	KF84220311417	0.307914252	0	0.307914252
GQ44861211402	GQ86728911454	0.307925519	0	0.307925519
JN01268011450	EU47562511376	0.307929268	0	0.307929268
EF40403411522	KR06847111490	0.307938617	0	0.307938617
DQ79357611392	GQ44879311388	0.30794523	0	0.30794523
KP76546111473	GQ15640611356	0.307950225	0	0.307950225
AY85047511248	GQ45119311504	0.307964827	0	0.307964827
EF02523711454	HQ80614611448	0.30797777	0	0.30797777
GQ17545811439	AJ81213811313	0.30798854	0	0.30798854
DQ79408811379	EF02530011460	0.307993896	0	0.307993896
DQ80001811436	HQ77993711494	0.30799596	0	0.30799596
DQ05739811389	HQ81483311443	0.307996836	0	0.307996836
GQ13012211447	DQ45641211447	0.308009582	0	0.308009582
AF37173911444	JQ18509211328	0.308009901	0	0.308009901
FJ95186911490	GU30327711498	0.308024477	0	0.308024477
JQ24810811597	GQ17541411431	0.308028599	0	0.308028599
DQ45585511468	GQ17551611432	0.308030269	0	0.308030269
GQ17550911455	AM18307411431	0.308038321	0	0.308038321
AY97925411338	KF84343511433	0.30806469	0	0.30806469
GQ44921211396	JADE01000006184367185846	0.308068548	0	0.308068548
DQ80523111278	KF84343511433	0.308072446	0	0.308072446
DQ45582811453	EF02523711454	0.308077835	0	0.308077835
HQ76509711454	HQ77750711443	0.308079328	0	0.308079328
DQ80057111393	CDYM01011941163183164690	0.308083085	0	0.308083085
HK55708931395	AM40447711484	0.308091352	0	0.308091352
AY91629411399	KF84298511423	0.308114777	0	0.308114777
KF84205511421	EU76701811359	0.308127605	0	0.308127605
AY91629411399	FN66739211495	0.308135626	0	0.308135626
EF02530011460	HW06642411487	0.308143294	0	0.308143294
GQ44869111388	HQ81483311443	0.308148824	0	0.308148824
ADCP0200000111632431164781	JQ18509211328	0.308156242	0	0.308156242
GQ86744511457	EU46200911392	0.308161221	0	0.308161221
FN66742211495	AF37622911349	0.308161831	0	0.308161831
DQ80166411390	HM15997111501	0.308167523	0	0.308167523
EU77775311312	HG79845111400	0.308176553	0	0.308176553
HQ75154911448	HQ78066111432	0.308182102	0	0.308182102
GQ49138911368	DQ45616211455	0.308225283	0	0.308225283
HQ78066111432	AJ42010711518	0.308253336	0	0.308253336
DQ45586711453	GQ86425211491	0.308259066	0	0.308259066
HQ78089011440	DQ45604411449	0.308262296	0	0.308262296
GQ49144711367	KF49452111281	0.308273227	0	0.308273227
JX54345611491	DQ45615511438	0.308280048	0	0.308280048
GQ44869111388	HM82907111346	0.308284934	0	0.308284934
DQ34233411517	DQ79323611367	0.308288071	0	0.308288071
AM40645811481	FN66739211495	0.308292858	0	0.308292858
KF09759711350	HK55708931395	0.308294747	0	0.308294747
FLKG01000007869510065	AB18570111523	0.308297626	0	0.308297626
JN01268011450	GQ13375111367	0.308299196	0	0.308299196
JN01265811453	FJ51300511375	0.308299546	0	0.308299546
AJ81213811313	GQ13876611351	0.308306335	0	0.308306335
HM81322711345	GQ17548511455	0.308307956	0	0.308307956
AF37621811334	KF84254211376	0.308311173	0	0.308311173
KF84254211376	DQ79331511293	0.308331322	0	0.308331322
AF37622611329	DQ45616211455	0.308341467	0	0.308341467
HM12426011479	AJ81213811313	0.308345074	0	0.308345074
HM81322711345	DQ45604411449	0.308346104	0	0.308346104
HW06626611495	GQ87172811492	0.308346151	0	0.308346151
AB96960111522	HM15997111501	0.308348497	0	0.308348497
FJ51063711379	KF84261711434	0.308348548	0	0.308348548
EF02530011460	GQ49112811334	0.308349658	0	0.308349658
HM00883211372	DQ79331511293	0.308350158	0	0.308350158
GQ17550911455	EF40403411522	0.30836058	0	0.30836058
GQ49112811334	HQ78225411444	0.308362308	0	0.308362308
GQ17550911455	AY85429511520	0.308370729	0	0.308370729
GQ44869111388	GQ17541411431	0.308378336	0	0.308378336
DQ79408811379	FN56328811442	0.308397671	0	0.308397671
HW06628411495	GQ17548511455	0.308402341	0	0.308402341
DQ05748011449	DQ05738811392	0.308402909	0	0.308402909
GQ87172811492	GQ13375111367	0.308408892	0	0.308408892
AY85047511248	GQ89798211472	0.30841714	0	0.30841714
HQ81483311443	AB55960911507	0.30843826	0	0.30843826
FN56330011447	GQ13840211383	0.30843986	0	0.30843986
ADCP0200000111632431164781	GQ44914111407	0.308444503	0	0.308444503
EU46426111366	HQ68186411484	0.308448737	0	0.308448737
JX09540411393	DQ45646511451	0.308455564	0	0.308455564
DQ80001811436	HQ71624611462	0.308460807	0	0.308460807
AF37621811334	HQ80614611448	0.308497602	0	0.308497602
DQ45592911449	GQ17539111436	0.308514882	0	0.308514882
HQ78225411444	HQ80734611456	0.308521201	0	0.308521201
GQ49162711358	DQ79357611392	0.308522386	0	0.308522386
FJ50693011375	EU46437211389	0.308524204	0	0.308524204
AJ60824411322	JX09540411393	0.308549979	0	0.308549979
HQ75182011441	DQ79376411391	0.308557346	0	0.308557346
DQ07152111496	EU76605811354	0.308567181	0	0.308567181
HQ78789311439	AM40450111455	0.308576413	0	0.308576413
KF49452111281	JN01268011450	0.308596697	0	0.308596697
GQ17551611432	AF37182011450	0.308611842	0	0.308611842
HW06640611495	DQ79331511293	0.308626864	0	0.308626864
DQ79917111319	KF49452111281	0.308635207	0	0.308635207
AY97925411338	HQ76509711454	0.308648819	0	0.308648819
EF02530011460	JN01265811453	0.308663711	0	0.308663711
GQ13012211447	DQ80523111278	0.308667739	0	0.308667739
AF37622011331	DQ79419311383	0.30867174	0	0.30867174
GQ13861511402	FJ51300511375	0.308679071	0	0.308679071
HW06626611495	JN01268011450	0.308679492	0	0.308679492
DQ90471811469	GQ17542711430	0.308679639	0	0.308679639
AY85047511248	GQ17538411420	0.308704992	0	0.308704992
GQ13012211447	FJ36299611347	0.308713772	0	0.308713772
GQ44914111407	AJ42010711518	0.308714266	0	0.308714266
ADCP0200000111632431164781	JQ59965311483	0.308726022	0	0.308726022
HQ71624611462	GQ44841811378	0.308744597	0	0.308744597
GQ49162711358	EU47578511384	0.308747025	0	0.308747025
HQ78688811450	DQ79376411391	0.308754853	0	0.308754853
AF37622911349	AM27891811450	0.308757289	0	0.308757289
AB50638211509	HQ80614611448	0.308760836	0	0.308760836
GQ87173711494	DQ45604411449	0.308769258	0	0.308769258
AY91636311391	DQ05740111386	0.30877465	0	0.30877465
AY91633611350	JX54345611491	0.308789719	0	0.308789719
FP92906038375503	DQ79408811379	0.308797573	0	0.308797573
HM00883211372	FJ36774511325	0.308807852	0	0.308807852
DQ79357511386	GQ87173611483	0.308811801	0	0.308811801
DQ45585211460	GQ17538811442	0.308825608	0	0.308825608
DQ05740011396	DQ05736511393	0.30882895	0	0.30882895
AB62761011519	HQ78061411484	0.308834992	0	0.308834992
HQ68183211451	JN00130311458	0.308872139	0	0.308872139
FLKC010000261361601	GQ35849611365	0.308873497	0	0.308873497
DQ79917111319	EU46437211389	0.308884956	0	0.308884956
GQ86744511457	HQ78129911442	0.30890369	0	0.30890369
DQ79373911403	GQ44879311388	0.30890752	0	0.30890752
DQ79917111319	JN68188411409	0.308921154	0	0.308921154
HW06640611495	HQ77993711494	0.308929398	0	0.308929398
JQ24809611505	GQ49122511375	0.308934948	0	0.308934948
AB50638211509	KF84343511433	0.308935071	0	0.308935071
DQ80001811436	CDYK010401793051788	0.308942529	0	0.308942529
GQ35847511354	AF37622411330	0.308963725	0	0.308963725
HQ81526811423	GQ17544811452	0.308974533	0	0.308974533
DQ34233411517	GU12817511435	0.308974903	0	0.308974903
EF40403411522	GQ45127311498	0.30897603	0	0.30897603
FLKG01000007869510065	AB62284311520	0.30898094	0	0.30898094
DQ79373911403	AB93485211327	0.308982651	0	0.308982651
FJ44006711432	FN66728811488	0.308997117	0	0.308997117
DQ45588311438	DQ45586111439	0.309005067	0	0.309005067
HQ71624611462	AAQL0100128751442	0.309015646	0	0.309015646
HK55573211481	BABD0100048511672678	0.309028763	0	0.309028763
GQ17537511452	JF92030911340	0.309033452	0	0.309033452
AM27891811450	DQ79464211259	0.309069012	0	0.309069012
KC81283111454	DQ45632411450	0.309069717	0	0.309069717
GQ87173111497	AF37173911444	0.309073433	0	0.309073433
FN56330011447	KT95284011494	0.309074434	0	0.309074434
GQ17540211433	HQ78298711439	0.309091598	0	0.309091598
HQ81526811423	ADCP0200000111632431164781	0.309094	0	0.309094
HM83899111353	GQ15640611356	0.309094016	0	0.309094016
DQ45589611455	JX09540411393	0.309098729	0	0.309098729
DQ45636211442	DQ45616211455	0.309101447	0	0.309101447
GU12817511435	DQ80866911368	0.309104087	0	0.309104087
FJ36774511325	AY85051511210	0.309107309	0	0.309107309
EU46426111366	DQ80899811391	0.309123483	0	0.309123483
FN66708411493	AM69740511465	0.309137283	0	0.309137283
AY97925411338	DQ45582811453	0.30916244	0	0.30916244
FP92906038375503	DQ45589611455	0.309169686	0	0.309169686
KR06847111490	DQ79366511389	0.309195857	0	0.309195857
JQ24810811597	GQ44825311400	0.309210455	0	0.309210455
FJ36774511325	DQ05741911445	0.309212307	0	0.309212307
HQ75206111437	HQ79694111441	0.309213327	0	0.309213327
DQ79331511293	EU47443111383	0.309222798	0	0.309222798
FJ37067611358	EF07116911507	0.309250898	0	0.309250898
DQ05745611454	AF37154511452	0.309257647	0	0.309257647
JX54345611491	DQ45607611438	0.309297632	0	0.309297632
AAQL0100128751442	DQ45585311451	0.309297864	0	0.309297864
HK55708931395	EU50686411393	0.309298318	0	0.309298318
GQ86728911454	JF16368811398	0.309315847	0	0.309315847
DQ45587611442	AY85045411226	0.309341359	0	0.309341359
HQ79289311443	GQ13429611391	0.309349775	0	0.309349775
EU46426111366	GQ17537511452	0.309349871	0	0.309349871
AY85047511248	GQ17542811457	0.30935828	0	0.30935828
ADCP0200000111632431164781	DQ45609111456	0.309366556	0	0.309366556
CDZQ0105168138205334	HQ78298711439	0.30936884	0	0.30936884
DQ79428011399	HQ78543611450	0.30939638	0	0.30939638
HQ78014011449	HQ78061411484	0.309417651	0	0.309417651
JQ18332411323	HQ78076411419	0.309421155	0	0.309421155
FJ97861911406	GU90271511758	0.309427259	0	0.309427259
KF84254211376	GQ13876611351	0.309487679	0	0.309487679
HM81322711345	HQ78543611450	0.309488351	0	0.309488351
AF37622411330	HM83899111353	0.309489364	0	0.309489364
DQ45589611455	GU30304711480	0.309497157	0	0.309497157
HM81322711345	DQ80069111403	0.309523165	0	0.309523165
AY68439611445	FJ36601311355	0.309524005	0	0.309524005
AB96960111522	FN66837543063504307737	0.309525633	0	0.309525633
AY68439211432	FJ36750911357	0.309548153	0	0.309548153
AY85047311278	AM27825411481	0.309553952	0	0.309553952
GQ87173111497	DQ45587911548	0.309589834	0	0.309589834
GQ44834811394	CDYK010401793051788	0.309594251	0	0.309594251
FN56328811442	GQ13375111367	0.309610905	0	0.309610905
HM83899111353	GU30304711480	0.309624981	0	0.309624981
AY85047511248	AY91636111356	0.309634651	0	0.309634651
GQ86728911454	HQ78089011440	0.309636769	0	0.309636769
EU77778811403	JN68188411409	0.309643612	0	0.309643612
